stmt_ref,booking_date,tx_val,description,ext_memo,unit
B1471,11/10/25,"₹ 5,016.00",GOOGLE.PLAY-INC,PIMZUUIPB7,INR
B1472,2025.11.13,"₹ 15,005.00",INDIGO-INC,V8A50Y7LJZ,INR
B1473,17-Oct-2025,"₹ 2,493.00",IRCTC-INC,,INR
B1474,25-Oct-2025,₹ 210.00,GOOGLE *0912,NC9GY3BSDL,INR
B1475,05-Oct-2025,₹ 307.00,ZOMATO/ONLINE,AMMFWTMS2R,INR
B1476,2025.09.30,"₹ 2,515.00",FLIPKART/ONLINE,SIYXV6RYKP,INR
B1477,10/06/25,"₹ 4,998.00",APPLE STORE INDIA_LTD,4U20KXWVR7,INR
B1478,11/10/2025,"₹ 9,997.00",RELIANCEMART POS-TRANS,7EJL0XNFRI,INR
B1479,2025.11.19,₹ 190.00,UBER/ONLINE,452GDSUU5L,INR
B1480,2025.10.04,₹ 779.00,NETFLIX POS-TRANS,1VD9HD56IG,INR
B1481,16-Nov-2025,"₹ 24,978.00",UBER/ONLINE,SRTS8Y9OL5,INR
B1482,31/10/2025,"₹ 1,019.00",UBER_LTD,JSSY3MGF91,INR
B1483,19/10/2025,₹ 814.00,NETFLIX-INC,,INR
B1484,2025.11.08,"₹ 5,007.00",APPLE STORE *0912,,INR
B1485,10/06/25,₹ 183.00,SPOTIFY-INC,3D9YEQYTTV,INR
B1486,12-Oct-2025,"₹ 25,001.00",MAKEMYTRIP INDIA *0912,B8YLN5XFAB,INR
B1487,17-Oct-2025,"₹ 2,474.00",FLIPKART_LTD,V66HZ5RSF8,INR
B1488,11/11/25,₹ 789.00,FLIPKART INDIA/ONLINE,PLC2SH3VPO,INR
B1489,05/11/2025,₹ 501.00,BOOKMYSHOW_LTD,0KCSYTQAN2,INR
B1490,11/23/25,"₹ 4,992.00",BIGBASKET POS-TRANS,JF9LYUUOTV,INR
B1491,13-Oct-2025,"₹ 5,011.00",BOOKMYSHOW_LTD,AH0EE44EYZ,INR
B1492,2025.10.26,"₹ 5,000.00",DMART/ONLINE,O1S6NR4J5U,INR
B1493,09-Oct-2025,"₹ 24,973.00",SPOTIFY POS-TRANS,2NQM4C6KME,INR
B1494,21/11/2025,₹ 820.00,UBER *0912,,INR
B1495,20/11/2025,₹ 516.00,SWIGGY *0912,YWPOHC2JM6,INR
B1496,2025.11.06,"₹ 9,977.00",BIGBASKET CORP,RL7MS0BQ9E,INR
B1497,30/10/2025,₹ 499.00,MAKEMYTRIP INDIA CORP,LX2VXGH48M,INR
B1498,11/20/25,₹ 296.00,BOOKMYSHOW CORP,EGASOG68X6,INR
B1499,25/11/2025,"₹ 2,476.00",AIRINDIA CORP,JRGRV10S9T,INR
B1500,10/19/25,₹ 318.00,ZOMATO-INC,,INR
B1501,2025.10.11,"₹ 1,516.00",BIGBASKET INDIA CORP,QP9RRRE3EB,INR
B1502,24-Nov-2025,"₹ 14,984.00",PAYTM.MALL/ONLINE,DVQHX8R2LU,INR
B1503,24/11/2025,"₹ 1,509.00",AIR CORP,3WA7OMQCXF,INR
B1504,23/11/2025,₹ 994.00,IRCTC/ONLINE,,INR
B1505,07-Nov-2025,₹ 802.00,AMAZONINDIA POS-TRANS,U26AWI4A2X,INR
B1506,02-Oct-2025,"₹ 5,004.00",OLA CORP,OO2LUGMIZ8,INR
B1507,2025.10.20,"₹ 1,487.00",RELIANCE.MART POS-TRANS,4RN682EKUA,INR
B1508,2025.10.07,₹ 808.00,DMART/ONLINE,F4SWWJPHJX,INR
B1509,2025.11.21,"₹ 14,984.00",FLIPKART-INC,NCRLHK6BPF,INR
B1510,10/11/2025,₹ 996.00,BIGBASKET/ONLINE,GADE4L85L9,INR
B1511,09-Nov-2025,₹ 987.00,SWIGGY POS-TRANS,,INR
B1512,21-Oct-2025,"₹ 2,502.00",PAYTMMALL/ONLINE,ZXO6XQIXLZ,INR
B1513,2025.10.01,"₹ 15,008.00",ZOMATO INDIA/ONLINE,QVQR4P2PV4,INR
B1514,27/10/2025,"₹ 25,005.00",NETFLIX-INC,QG0ZA6NM67,INR
B1515,09-Oct-2025,"₹ 2,480.00",AIRINDIA-INC,IRVRJK6Q4R,INR
B1516,17-Nov-2025,"₹ 1,502.00",SPOTIFY/ONLINE,V9F12F2SIM,INR
B1517,2025.10.22,₹ 205.00,BOOKMYSHOW *0912,V3USLY1XUG,INR
B1518,2025.11.30,₹ 987.00,AMAZON INDIA_LTD,OZERFG28Z7,INR
B1519,2025.11.07,₹ 505.00,RELIANCE.MART/ONLINE,IRPCWLZ24G,INR
B1520,10/30/25,₹ 174.00,OLA *0912,YLMFB9VCCT,INR
B1521,2025.10.06,"₹ 15,001.00",BIGBASKET INDIA POS-TRANS,RBPQVEO4PK,INR
B1522,2025.11.29,₹ 314.00,AMAZON INDIA POS-TRANS,ECP5H50665,INR
B1523,11/07/25,"₹ 25,013.00",ZOMATO INDIA/ONLINE,QF9CQJQG7R,INR
B1524,11/26/25,₹ 509.00,OLA CORP,AZQLMOVS9C,INR
B1525,22/11/2025,"₹ 15,004.00",DMART-INC,AQ74TZ6BD9,INR
B1526,10/10/2025,₹ 785.00,BOOKMYSHOW CORP,5PY8A6ODLV,INR
B1527,2025.10.14,"₹ 5,019.00",MYNTRA CORP,IAR8D6GARI,INR
B1528,03/10/2025,"₹ 1,514.00",UBER INDIA-INC,7B393VOQ1F,INR
B1529,24/11/2025,₹ 500.00,GOOGLEPLAY CORP,L165PRPP06,INR
B1530,11/06/25,₹ 992.00,SPOTIFY POS-TRANS,62RIX0YYX6,INR
B1531,28/10/2025,"₹ 25,023.00",MYNTRA *0912,A1WVZO8KFP,INR
B1532,2025.10.24,"₹ 10,005.00",DMART *0912,S964P2VDGR,INR
B1533,2025.10.22,"₹ 15,011.00",OLA *0912,6LIDQHJYT6,INR
B1534,10/08/25,"₹ 5,004.00",APPLE STORE POS-TRANS,BKEB3V7ZF8,INR
B1535,2025.10.28,"₹ 1,009.00",PAYTM-INC,3C43V5YVF5,INR
B1536,09-Nov-2025,"₹ 10,013.00",MAKEMYTRIP-INC,LOVZSVOM2H,INR
B1537,13/10/2025,₹ 815.00,IRCTC POS-TRANS,BC28GBI3Q8,INR
B1538,13/11/2025,"₹ 14,989.00",GOOGLE.PLAY *0912,J9WT13QHOI,INR
B1539,11/28/25,₹ 500.00,BIGBASKET *0912,RBFJ9SCUPQ,INR
B1540,25-Oct-2025,₹ 799.00,UBER INDIA/ONLINE,VWIU7J324S,INR
B1541,2025.11.13,₹ 291.00,INDIGO/ONLINE,RPRXV75A31,INR
B1542,15/10/2025,"₹ 5,012.00",ZOMATO POS-TRANS,F88953RXMC,INR
B1543,05/10/2025,₹ 491.00,IRCTC-INC,2IR4QE1SHK,INR
B1544,25/10/2025,"₹ 14,994.00",OLA INDIA/ONLINE,6AW9MPJWSZ,INR
B1545,28/11/2025,"₹ 24,997.00",MYNTRA_LTD,Z80SZJ8MHE,INR
B1546,2025.09.30,"₹ 1,507.00",SPOTIFY-INC,DU7CD2RFLJ,INR
B1547,19/11/2025,"₹ 10,015.00",PAYTM MALL/ONLINE,PFCLDXALON,INR
B1548,17-Oct-2025,"₹ 1,517.00",NETFLIX_LTD,0B1IBYJAPZ,INR
B1549,2025.10.01,"₹ 14,995.00",DMART INDIA-INC,3I93CO6224,INR
B1550,10/15/25,₹ 812.00,NETFLIX INDIA_LTD,FKVJY9ZQ7J,INR
B1551,2025.10.31,₹ 212.00,MAKEMYTRIP-INC,YBOM6VC2EG,INR
B1552,06/10/2025,₹ 805.00,IRCTC/ONLINE,D0EVR6EIAY,INR
B1553,14-Oct-2025,"₹ 24,993.00",BOOKMYSHOW_LTD,4PHO07YTXA,INR
B1554,2025.11.23,₹ 283.00,NETFLIX_LTD,QIWXCA5N3D,INR
B1555,10/29/25,"₹ 1,502.00",APPLE_LTD,M6KCXUAXPN,INR
B1556,22-Nov-2025,₹ 188.00,ZOMATO POS-TRANS,W7PN767G6N,INR
B1557,2025.11.09,"₹ 10,010.00",AMAZONINDIA CORP,52IM1VUS1C,INR
B1558,2025.10.31,"₹ 9,975.00",MYNTRA INDIA_LTD,,INR
B1559,29-Nov-2025,"₹ 1,507.00",AIRINDIA/ONLINE,QD0D0TUHTE,INR
B1560,11/26/25,"₹ 9,990.00",UBER-INC,Y9DXXXFRZW,INR
B1561,27-Oct-2025,"₹ 9,977.00",BIGBASKET_LTD,X0UVDFNY4L,INR
B1562,10/29/25,₹ 982.00,BIGBASKET *0912,ABTCK6YJHM,INR
B1563,08-Nov-2025,₹ 219.00,IRCTC/ONLINE,EBS41KI6GZ,INR
B1564,2025.11.17,₹ 995.00,IRCTC POS-TRANS,AE02Y02EZK,INR
B1565,2025.11.13,₹ 819.00,SWIGGY/ONLINE,1YUISY8XBK,INR
B1566,11/30/25,₹ 218.00,APPLE STORE_LTD,2JO5Q52V5T,INR
B1567,2025.10.09,₹ 502.00,FLIPKART-INC,TM6KBKMU3S,INR
B1568,2025.11.01,"₹ 5,007.00",GOOGLE-INC,0PJ8U0AKWT,INR
B1569,2025.11.25,"₹ 14,993.00",ZOMATO *0912,AV4QNY3O6K,INR
B1570,20-Nov-2025,₹ 807.00,MAKEMYTRIP_LTD,KVDMOV4IAL,INR
B1571,26/10/2025,₹ 522.00,ZOMATO/ONLINE,LLY5PATXLS,INR
B1572,2025.10.11,"₹ 5,004.00",ZOMATO/ONLINE,88IPKP4IOT,INR
B1573,13-Nov-2025,"₹ 2,505.00",SPOTIFY-INC,AHD0WL0618,INR
B1574,2025.11.11,"₹ 2,525.00",NETFLIX INDIA CORP,SHGXSG5KQE,INR
B1575,06/10/2025,"₹ 15,014.00",PAYTM MALL POS-TRANS,QXF1ULKU27,INR
B1576,02/11/2025,₹ 504.00,MYNTRA *0912,9VOA78M1D5,INR
B1577,26-Oct-2025,"₹ 10,011.00",DMART_LTD,6PTNR6CF4R,INR
B1578,07/10/2025,₹ 778.00,GOOGLE.PLAY CORP,MKFYA3IXLS,INR
B1579,17/11/2025,"₹ 2,492.00",BIGBASKET-INC,YRJPFZ5LW2,INR
B1580,20/10/2025,"₹ 1,507.00",INDIGO *0912,VHMB8Q4JP5,INR
B1581,11/21/25,"₹ 2,499.00",MAKEMYTRIP *0912,DZ3UDZTXS1,INR
B1582,02/11/2025,"₹ 15,010.00",PAYTM POS-TRANS,XJMUHZCQWJ,INR
B1583,29/11/2025,"₹ 15,009.00",SPOTIFY/ONLINE,2L84SEICC2,INR
B1584,03/11/2025,₹ 291.00,INDIGO CORP,AFA3M0T2R2,INR
B1585,26/10/2025,"₹ 2,506.00",AIR/ONLINE,O7R1CTL6LN,INR
B1586,10/02/25,₹ 195.00,DMART POS-TRANS,ON1OWJMBGP,INR
B1587,12/01/25,"₹ 10,011.00",RELIANCEMART POS-TRANS,UK0S21BHC8,INR
B1588,30/11/2025,"₹ 10,000.00",APPLE STORE-INC,O4EGR3X0NB,INR
B1589,09/10/2025,"₹ 14,991.00",APPLE STORE POS-TRANS,DFGB0M4EDS,INR
B1590,24-Nov-2025,"₹ 14,981.00",ZOMATO POS-TRANS,5F51O8NO23,INR
B1591,2025.10.31,"₹ 10,011.00",APPLE STORE INDIA-INC,PIG7KA9SQW,INR
B1592,10/11/2025,₹ 495.00,MAKEMYTRIP *0912,LVPNTJZV1U,INR
B1593,10/31/25,"₹ 25,010.00",SWIGGY/ONLINE,6AJHQ2MBQP,INR
B1594,27-Nov-2025,"₹ 14,996.00",MAKEMYTRIP_LTD,6A40M6BY8E,INR
B1595,2025.09.30,₹ 200.00,MYNTRA POS-TRANS,9HR9JQH9MC,INR
B1596,11/07/25,₹ 519.00,RELIANCE MART *0912,663RBPXV5R,INR
B1597,2025.10.04,"₹ 24,995.00",SPOTIFY-INC,ARDHUE72F2,INR
B1598,30-Oct-2025,"₹ 4,998.00",BOOKMYSHOW *0912,Y8GPV8XLKW,INR
B1599,2025.10.05,"₹ 2,500.00",OLA-INC,K3ZW9CUV64,INR
B1600,2025.10.16,"₹ 1,507.00",PAYTM MALL CORP,67OEYF3VBT,INR
B1601,08-Oct-2025,₹ 501.00,PAYTM MALL INDIA POS-TRANS,GSC2OIEZQ1,INR
B1602,2025.11.01,₹ 204.00,AMAZON POS-TRANS,DS1TTJTRH7,INR
B1603,09/10/2025,₹ 288.00,RELIANCE MART INDIA *0912,WBT3K53V10,INR
B1604,10/21/25,₹ 804.00,ZOMATO POS-TRANS,BWYTGNN97U,INR
B1605,04/11/2025,"₹ 1,011.00",DMART-INC,7M31NPH15E,INR
B1606,2025.11.16,₹ 309.00,AIR_LTD,TDJ68A4XS8,INR
B1607,21/11/2025,"₹ 1,006.00",UBER CORP,ET7Y4VVRAK,INR
B1608,20/10/2025,₹ 272.00,SWIGGY/ONLINE,ZNS01AZSLI,INR
B1609,2025.11.17,"₹ 14,984.00",MYNTRA/ONLINE,NXC7AKOX1G,INR
B1610,2025.11.09,₹ 507.00,BIGBASKET *0912,S0IE1XQ54M,INR
B1611,10/25/25,"₹ 24,982.00",AMAZON INDIA POS-TRANS,PCPH50391S,INR
B1612,11/19/25,"₹ 24,987.00",PAYTMMALL POS-TRANS,PZ52JKIFHG,INR
B1613,11/02/25,"₹ 5,007.00",AIR/ONLINE,4QWEWXX0H1,INR
B1614,29-Oct-2025,"₹ 24,993.00",APPLESTORE *0912,ZP3BL6VOVV,INR
B1615,10/29/25,"₹ 24,999.00",IRCTC CORP,Q795SG6GQ3,INR
B1616,27/11/2025,₹ 825.00,IRCTC_LTD,6581IJIVCG,INR
B1617,2025.10.07,"₹ 5,024.00",APPLESTORE POS-TRANS,4PJNPAXXP5,INR
B1618,2025.11.28,₹ 776.00,MYNTRA POS-TRANS,UGGYKKC26O,INR
B1619,2025.11.13,"₹ 9,997.00",ZOMATO CORP,PWZMV0R18B,INR
B1620,06-Oct-2025,₹ 310.00,UBER-INC,WEWLGQDBSR,INR
B1621,26-Oct-2025,"₹ 1,496.00",RELIANCEMART/ONLINE,UAJDRSM8W6,INR
B1622,05/10/2025,"₹ 24,987.00",SPOTIFY CORP,N3CTPVNJWV,INR
B1623,2025.10.24,"₹ 15,003.00",BIGBASKET *0912,LWG5HDHBPZ,INR
B1624,25/10/2025,"₹ 2,517.00",NETFLIX-INC,S3MOK8AKX2,INR
B1625,26/10/2025,"₹ 25,000.00",OLA POS-TRANS,P5F5F2LDHP,INR
B1626,19/11/2025,"₹ 5,015.00",DMART-INC,,INR
B1627,2025.10.24,"₹ 9,981.00",IRCTC POS-TRANS,6885DGTI0T,INR
B1628,2025.10.19,"₹ 4,995.00",MYNTRA INDIA POS-TRANS,YYYFHR5F7Q,INR
B1629,11/29/25,"₹ 5,019.00",AMAZON.INDIA *0912,4V8P0Q43GK,INR
B1630,02/10/2025,"₹ 1,513.00",MYNTRA CORP,UBP3A1A4HC,INR
B1631,02-Oct-2025,₹ 998.00,NETFLIX INDIA/ONLINE,WNX7OOBIWM,INR
B1632,05-Nov-2025,₹ 798.00,MAKEMYTRIP POS-TRANS,,INR
B1633,2025.10.07,₹ 224.00,FLIPKART-INC,N1MS4GJWSB,INR
B1634,2025.11.29,₹ 498.00,INDIGO INDIA_LTD,O13CU3CNN3,INR
B1635,11/26/25,"₹ 1,498.00",FLIPKART_LTD,Z469V7DLN1,INR
B1636,30/11/2025,₹ 275.00,GOOGLE.PLAY/ONLINE,SPGBEH0FSX,INR
B1637,11/05/25,₹ 204.00,SPOTIFY/ONLINE,8MTCD7OKN6,INR
B1638,10/03/25,"₹ 2,482.00",AMAZON.INDIA/ONLINE,79V6OBHQ55,INR
B1639,19/11/2025,₹ 787.00,RELIANCE MART-INC,SPXCVNCDN7,INR
B1640,20/11/2025,₹ 814.00,MAKEMYTRIP-INC,JHMSXK3UXN,INR
B1641,11/30/25,"₹ 2,504.00",PAYTM MALL INDIA_LTD,GK3PD1VVGI,INR
B1642,23/10/2025,₹ 496.00,BOOKMYSHOW CORP,CTHU341E3X,INR
B1643,2025.11.29,₹ 792.00,BIGBASKET CORP,,INR
B1644,11/16/25,"₹ 2,510.00",BIGBASKET INDIA_LTD,MIVXBOSY4R,INR
B1645,30/10/2025,"₹ 9,987.00",SWIGGY *0912,PX32HH1IXQ,INR
B1646,2025.11.17,₹ 286.00,SWIGGY INDIA/ONLINE,Y2RJFB6A78,INR
B1647,2025.11.17,"₹ 14,975.00",DMART/ONLINE,GUXF0MT56V,INR
B1648,2025.11.11,"₹ 24,987.00",INDIGO POS-TRANS,DFOEDAQHSQ,INR
B1649,11/04/25,₹ 223.00,IRCTC INDIA/ONLINE,66TB83FYMK,INR
B1650,13/10/2025,"₹ 9,977.00",AMAZONINDIA-INC,FK6NTEHWME,INR
B1651,04/11/2025,"₹ 1,491.00",IRCTC INDIA_LTD,,INR
B1652,08/11/2025,₹ 487.00,IRCTC-INC,T9WFMBENOA,INR
B1653,2025.11.24,"₹ 1,475.00",AMAZON INDIA INDIA_LTD,8PZHWYNJDD,INR
B1654,05/10/2025,"₹ 9,986.00",AIRINDIA-INC,9KY1QK1GQY,INR
B1655,21/10/2025,"₹ 1,502.00",DMART POS-TRANS,KL0DRL9XZG,INR
B1656,10/20/25,₹ 983.00,PAYTM MALL INDIA *0912,,INR
B1657,2025.11.08,"₹ 1,510.00",BOOKMYSHOW POS-TRANS,ZOID3LCHYY,INR
B1658,2025.11.09,"₹ 5,005.00",SPOTIFY/ONLINE,56860R05ND,INR
B1659,04/11/2025,₹ 817.00,BIGBASKET INDIA/ONLINE,,INR
B1660,19/11/2025,"₹ 1,504.00",MAKEMYTRIP/ONLINE,7NCH4SAQY6,INR
B1661,19/11/2025,₹ 190.00,FLIPKART POS-TRANS,XH3D1J4B4K,INR
B1662,25/11/2025,"₹ 9,980.00",NETFLIX CORP,EMXJLL4RZL,INR
B1663,07/10/2025,"₹ 14,981.00",BIGBASKET_LTD,S89WUB75KU,INR
B1664,2025.11.16,"₹ 4,977.00",MAKEMYTRIP-INC,89JH79BIMR,INR
B1665,21-Oct-2025,₹ 805.00,OLA CORP,JE6DPYQJRI,INR
B1666,09-Nov-2025,₹ 795.00,ZOMATO *0912,7B4L51TL77,INR
B1667,29/11/2025,₹ 305.00,ZOMATO/ONLINE,IFYRO3M4DZ,INR
B1668,2025.10.25,"₹ 24,994.00",INDIGO CORP,JEG59DD168,INR
B1669,17/11/2025,₹ 292.00,AIR.INDIA/ONLINE,XL7WWBF91Z,INR
B1670,09/10/2025,"₹ 10,013.00",ZOMATO INDIA_LTD,9VKUO6NPV4,INR
B1671,11/24/25,"₹ 9,997.00",MYNTRA INDIA CORP,CK31X6DL7L,INR
B1672,11/27/25,₹ 212.00,SWIGGY/ONLINE,3KSE1H5PC4,INR
B1673,2025.10.25,₹ 202.00,IRCTC_LTD,YTMPPHJM3Q,INR
B1674,11/20/25,"₹ 4,995.00",IRCTC-INC,1P4DFB17JZ,INR
B1675,23-Oct-2025,"₹ 24,985.00",MAKEMYTRIP/ONLINE,509YK2BS5S,INR
B1676,2025.10.14,₹ 503.00,APPLE *0912,UUII0VW45A,INR
B1677,2025.10.19,"₹ 5,013.00",MYNTRA *0912,IDDXE8R3V2,INR
B1678,27/10/2025,"₹ 2,503.00",DMART/ONLINE,EKRP4ZI1DQ,INR
B1679,07-Nov-2025,"₹ 14,998.00",AIR.INDIA *0912,4HKUCEA1V9,INR
B1680,17-Nov-2025,"₹ 5,018.00",OLA/ONLINE,H6D4QV25ZH,INR
B1681,2025.11.04,₹ 302.00,SWIGGY/ONLINE,VITYXPWEO4,INR
B1682,29/10/2025,"₹ 14,982.00",OLA_LTD,ONODBSEOR0,INR
B1683,29/11/2025,₹ 193.00,SWIGGY CORP,213H81GPRU,INR
B1684,30-Oct-2025,₹ 987.00,NETFLIX POS-TRANS,UUY3AK6VEX,INR
B1685,2025.10.19,"₹ 14,980.00",FLIPKART INDIA POS-TRANS,5FO50VSX35,INR
B1686,2025.10.06,₹ 198.00,BIGBASKET/ONLINE,U1UFI4WGPP,INR
B1687,12/11/2025,"₹ 2,501.00",IRCTC CORP,ZKSH7HISMC,INR
B1688,24-Oct-2025,₹ 794.00,PAYTM MALL-INC,UZGOP63A4R,INR
B1689,27-Oct-2025,₹ 500.00,GOOGLE PLAY INDIA POS-TRANS,10GDLJXAYO,INR
B1690,11/10/2025,"₹ 10,025.00",MAKEMYTRIP/ONLINE,LCPRHLOO91,INR
B1691,12-Oct-2025,"₹ 1,495.00",INDIGO POS-TRANS,GQX8VUZQBT,INR
B1692,10/07/25,₹ 494.00,FLIPKART CORP,NNGKK4T4EX,INR
B1693,2025.11.05,"₹ 1,508.00",BOOKMYSHOW-INC,SOVRIJCO88,INR
B1694,11/10/25,₹ 314.00,AMAZONINDIA *0912,W0ER2NUJT9,INR
B1695,18/10/2025,₹ 498.00,OLA CORP,ET8G19WN4W,INR
B1696,25/11/2025,₹ 174.00,BOOKMYSHOW-INC,6XZH8Y9CZN,INR
B1697,24-Oct-2025,₹ 286.00,BOOKMYSHOW POS-TRANS,06CSUKYMP7,INR
B1698,11/23/25,"₹ 4,989.00",MAKEMYTRIP INDIA CORP,UM8QU7MBEP,INR
B1699,10/06/25,"₹ 9,980.00",OLA INDIA CORP,8CDDOAFSTU,INR
B1700,07-Oct-2025,"₹ 24,995.00",BIGBASKET INDIA_LTD,TIYY96BGAK,INR
B1701,18/10/2025,"₹ 25,020.00",SWIGGY-INC,FDQWIEWYAU,INR
B1702,20-Oct-2025,₹ 814.00,NETFLIX-INC,E52TSBHGTC,INR
B1703,26/11/2025,"₹ 25,024.00",SWIGGY_LTD,WBTM3STHN0,INR
B1704,25-Nov-2025,"₹ 1,014.00",UBER *0912,HF7HBW8M0S,INR
B1705,02-Oct-2025,"₹ 9,997.00",BOOKMYSHOW/ONLINE,,INR
B1706,11/05/25,"₹ 10,012.00",FLIPKART INDIA_LTD,DM57RYT5B2,INR
B1707,2025.10.28,"₹ 1,012.00",AMAZON CORP,YIHG1LPCB4,INR
B1708,08-Oct-2025,₹ 199.00,MAKEMYTRIP/ONLINE,HYQXA87J7T,INR
B1709,2025.10.20,"₹ 24,980.00",APPLE STORE POS-TRANS,,INR
B1710,11/23/25,₹ 185.00,BIGBASKET INDIA *0912,LX9B45DLMB,INR
B1711,10/31/25,₹ 794.00,AIRINDIA *0912,,INR
B1712,2025.10.03,₹ 273.00,MAKEMYTRIP_LTD,T77WVZXL7J,INR
B1713,21/11/2025,"₹ 1,012.00",RELIANCE MART INDIA POS-TRANS,PEMB55LUFJ,INR
B1714,2025.10.07,"₹ 24,993.00",GOOGLE CORP,VKPH8T843W,INR
B1715,11/20/25,"₹ 9,981.00",MAKEMYTRIP POS-TRANS,ECSDEOPEVJ,INR
B1716,11/14/25,"₹ 25,007.00",NETFLIX *0912,TIWF7R84OH,INR
B1717,11/24/25,"₹ 14,982.00",SWIGGY/ONLINE,RB2Q5OE15E,INR
B1718,10/18/25,"₹ 9,983.00",FLIPKART POS-TRANS,KES31WINCS,INR
B1719,10/05/25,₹ 802.00,AMAZON INDIA_LTD,WF3GPDEW54,INR
B1720,10/18/25,"₹ 2,509.00",UBER POS-TRANS,494DJJU68U,INR
B1721,2025.11.03,₹ 802.00,IRCTC/ONLINE,VLGBYV4KFK,INR
B1722,05/10/2025,"₹ 5,016.00",UBER POS-TRANS,FPBMYXHAXG,INR
B1723,27-Nov-2025,₹ 508.00,SPOTIFY INDIA_LTD,TOE72K9ZVI,INR
B1724,10/12/25,₹ 485.00,AIR.INDIA CORP,WJB5MV4GKQ,INR
B1725,24-Nov-2025,₹ 816.00,RELIANCE MART INDIA POS-TRANS,ORNUZPRTKO,INR
B1726,22-Nov-2025,"₹ 4,982.00",ZOMATO_LTD,1QJWJFU38L,INR
B1727,06/11/2025,₹ 208.00,AMAZON INDIA INDIA-INC,W8EROM4EXZ,INR
B1728,23/10/2025,₹ 310.00,BOOKMYSHOW POS-TRANS,1ISIWOHHMK,INR
B1729,09/10/2025,₹ 505.00,RELIANCE-INC,SKB5UT4LVP,INR
B1730,05-Oct-2025,"₹ 2,504.00",INDIGO_LTD,LZV07977Z2,INR
B1731,2025.10.03,₹ 188.00,APPLE.STORE-INC,EBO1DM9VQ1,INR
B1732,11/30/25,₹ 796.00,FLIPKART POS-TRANS,8IIR8VNQQY,INR
B1733,11/08/25,"₹ 2,500.00",INDIGO POS-TRANS,1QQPL4KCFI,INR
B1734,04-Nov-2025,₹ 782.00,MAKEMYTRIP-INC,W8OA108FYQ,INR
B1735,11/10/2025,"₹ 15,012.00",IRCTC_LTD,K9WSVEI84L,INR
B1736,10/15/25,₹ 284.00,RELIANCE MART INDIA_LTD,XVN5HQVVL4,INR
B1737,08/11/2025,₹ 783.00,AIR POS-TRANS,6K6B7O5YY4,INR
B1738,2025.10.16,₹ 802.00,ZOMATO_LTD,OJ5ZX7Z9KP,INR
B1739,29-Nov-2025,₹ 277.00,BOOKMYSHOW/ONLINE,,INR
B1740,18-Oct-2025,"₹ 5,004.00",FLIPKART/ONLINE,ZKTM3KXSX3,INR
B1741,2025.10.26,₹ 198.00,DMART_LTD,GZE4KHYAKQ,INR
B1742,2025.10.11,"₹ 1,014.00",BIGBASKET/ONLINE,M5L66DRV21,INR
B1743,10/22/25,"₹ 2,491.00",PAYTM POS-TRANS,CJGAPW2UGL,INR
B1744,14/10/2025,₹ 216.00,NETFLIX POS-TRANS,CCETF7YHE9,INR
B1745,08/11/2025,"₹ 15,008.00",UBER/ONLINE,EG2N7WLSD1,INR
B1746,21/11/2025,₹ 808.00,MYNTRA CORP,SD8GEC2H6O,INR
B1747,06/10/2025,"₹ 25,012.00",UBER POS-TRANS,AI1FG6WB5J,INR
B1748,11/08/25,"₹ 1,524.00",PAYTMMALL CORP,VD72RKE01Q,INR
B1749,2025.10.16,"₹ 1,506.00",ZOMATO CORP,TJAJCNRB8Y,INR
B1750,2025.10.07,"₹ 1,500.00",PAYTM MALL CORP,LOGVRN5AJ3,INR
B1751,10/21/25,"₹ 4,984.00",OLA/ONLINE,4OAB9IA8R4,INR
B1752,11/24/25,"₹ 10,002.00",AIR.INDIA/ONLINE,G2014UD2CD,INR
B1753,11/25/25,₹ 492.00,PAYTM MALL-INC,1B4RSYNMV9,INR
B1754,10/01/25,"₹ 14,987.00",SPOTIFY-INC,R1CLFYFA35,INR
B1755,19/11/2025,"₹ 15,005.00",BIGBASKET POS-TRANS,4ET8T2LK1D,INR
B1756,2025.10.24,"₹ 2,503.00",DMART_LTD,CU02DOT8US,INR
B1757,09-Nov-2025,"₹ 24,993.00",BOOKMYSHOW POS-TRANS,USLJANX671,INR
B1758,11/01/25,"₹ 2,504.00",SPOTIFY_LTD,QLEZLDHVXG,INR
B1759,21/11/2025,₹ 205.00,INDIGO INDIA-INC,UD7VS9DB2S,INR
B1760,28-Oct-2025,"₹ 2,506.00",INDIGO_LTD,GIG549L8L6,INR
B1761,2025.11.30,₹ 319.00,SWIGGY POS-TRANS,4PUHS777QJ,INR
B1762,02/11/2025,"₹ 1,004.00",ZOMATO INDIA_LTD,NDBZHGGQQG,INR
B1763,2025.10.13,"₹ 1,490.00",MYNTRA-INC,4IUNGP4WFC,INR
B1764,2025.11.05,"₹ 15,002.00",INDIGO-INC,W5T43RG588,INR
B1765,03/11/2025,"₹ 9,986.00",SPOTIFY-INC,YN3KJWACM6,INR
B1766,06/11/2025,₹ 319.00,MAKEMYTRIP CORP,7GWNUGFJY2,INR
B1767,11/27/25,"₹ 1,513.00",INDIGO INDIA_LTD,7B61IITAXN,INR
B1768,2025.09.30,"₹ 24,982.00",DMART/ONLINE,ZJQHG5A8IC,INR
B1769,10/14/25,"₹ 1,507.00",APPLE STORE-INC,W4WIQ629GW,INR
B1770,11/08/25,₹ 501.00,RELIANCEMART-INC,,INR
